CAMIS,DBA,BORO,CUISINECODE,SCORE,CURRENTGRADE
41384329,ICHI SUSHI I,3,49,13,A
41384428,CAFE EUROPA,1,14,2,A
41372592,CELLO WINE BAR,1,03,7,A
41428977,OCHA SUSHI RESTAURANT,1,49,41,Z
41429069,PUNCH LINE JUICE,3,51,9,A
41431202,FEITENG CHINESE TAKE OUT KITCHEN,3,20,7,A
41381914,BATI,3,33,7,A
41429244,PINE TREE LODGE,1,17,2,A
41429540,GROUND SUPPORT CAFE,1,03,5,A
41431305,AMY & CATHY'S CHINESE RESTAURANT,4,20,9,A
41431607,TANOREEN CATERERS,3,56,22,B
41431917,FOREST THAI CUISINE,5,82,13,A
41382108,PEARL STREET DINER,1,03,11,A
41430335,CHOCOLATE BAR,1,14,11,A
41432143,DALY'S PUB,4,03,11,A
41382445,POPEYES CHICKEN & BISCUITS,4,18,5,A
41385362,MCDONALD'S,2,39,12,A
41382858,TACO VELOZ,4,55,12,A
41430525,VIP GRILL,3,50,32,Z
41430562,ONTARIO BAR,3,03,13,A
41432593,ST. JOHN'S UNIVERSITY D'ANGELO CENTER FOOD COURT,4,03,5,A
41432668,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,2,03,6,A
41381177,CITY VIEW RACQUET CLUB,4,03,5,A
41385659,TONY & TINA'S PIZZA,2,62,2,A
41433069,ISLANDER TASTE I,5,20,26,B
41433093,HAPPY HOUSE SEAFOOD RESTAURANT,3,20,31,C
41386211,FAMOUS FAMIGLIA PIZZA,4,62,12,A
41431171,SHAHI DARBAR,4,44,11,A
41433405,D.B.A,3,03,8,A
41433795,THE AVENUE,4,03,7,A
41382991,SUBWAY,2,69,5,A
41383227,LA NAZIONALE SOCCER CLUB,4,48,12,A
41386380,PRIME MEATS,3,03,4,A
41386400,KID'S FUNHOUSE,4,03,9,A
41431518,BAMBOO GARDEN,3,20,5,A
41431828,AROMA ESPRESSO BAR,1,03,2,A
41431913,CRUX BAR,4,12,20,Z
41431938,NEW WHITE SWAN BAKERY 88,1,08,13,A
41432010,KENNEDY FRIED CHICKEN,2,18,18,B
41434036,CANCUN MEXICAN RESTAURANT,1,55,11,A
41383441,RUDDY AND DEAN,5,03,2,A
41386827,AROMA ESPRESSO BAR,1,14,13,A
41432356,QUICK STOP DELI,4,53,11,A
41434187,ARMANDO'S RESTAURANT,3,48,9,A
41434581,DELIMARIE,1,03,9,A
41434859,PATACON PISAO,4,77,7,A
41383605,MEDITTERANEAN GRILLE,4,03,2,A
41387108,NEW SHAMA RESTAURANT,3,03,11,A
41432930,THERAPY WINE BAR,3,03,13,A
41435053,BERRY PARK,3,03,10,A
41385083,KOSHER PIZZA TIME,3,62,10,A
41382696,CLARET WINE BAR,4,03,10,A
41387122,CHU'S GOURMET,3,20,12,A
41387166,B & E PUB,5,12,7,A
41387173,LALI GURAS RESTAURANT,4,05,9,A
41435361,GLEESON'S SPORTS BAR & GRILL,2,03,10,A
41385377,PICCOLO SOGNO PEZZERIA-TRATTORIA,4,48,8,A
41385384,MIMI'S HUMMUS,3,56,10,A
41384605,BALDOR SPECIALTY FOODS,2,03,10,A
41384689,WASABI POINT,4,05,9,A
41384847,ANGELO'S PIZZA RESTAURANT,4,63,4,A
41433510,SIN CITY,2,03,12,A
41387224,B AND B RESTAURANT,1,02,10,A
41435744,JASSI'S WORLD FAMOUS DELI & GROCERY,4,27,28,C
41435782,LACONIA PIZZERIA,2,63,13,A
41385657,HOWL AT THE MOON BAR & GRILL,2,03,7,A
41385713,CAKE MIO BAKERY,4,08,10,A
41387509,NANA RESTAURANT & BAR,3,05,11,A
41434593,VETRO,4,03,13,A
41434827,NEW KING GARDEN COMPANY,4,20,9,A
41436770,PIZZA HAVEN,1,62,11,A
41436831,GREEK EXPRESS,2,38,11,A
41385121,SAN MARZANO PIZZERIA,1,63,10,A
41387793,PAOLA'S,1,48,11,A
41387911,ZUZU RAMEN,3,49,9,A
41436882,HARMONY/STARBUCKS CAFE,2,14,6,A
41437033,KING'S PIZZA,3,62,7,A
41437135,SUNNYSIDE PIZZA,4,62,13,A
41437270,ISLAND TASTE RESTAURANT II,5,20,25,B
41386105,GRACIE-MEWS RESTAURANT,1,03,8,A
41437526,NELLO,1,48,5,A
41437528,BENNYS,3,50,13,A
41437542,OH SHO ASIAN BISTRO,3,05,23,B
41435381,LAN SHENG RESTAURANT,1,20,16,B
41388157,LA VILLAGIO RESTAURANTE ITALIANO,1,48,22,B
41383494,PAPA JOHN'S,3,62,7,A
41437857,FRESCA TORTILLA,4,55,13,A
41438039,CARIBBEAN SPORTS BAR,4,03,10,A
41385888,AU BON PAIN,0,03,13,A
41438097,D AND G PIZZERIA AND ROTISSERIE,2,27,2,A
41438242,D'VIDA HEALTH BAR,1,14,12,A
41438435,LOS CATRACHOS,5,53,11,A
41436366,PIADA,1,48,13,A
41388348,BROOKLYN HEIGHTS WINE BAR,3,03,13,A
41439278,ZABB CITY,1,82,11,A
41439313,LOS FELIZ,1,55,7,A
41439359,Kestane Kebab,3,83,11,A
41439550,LUCKY CHAN KITCHEN,3,20,9,A
41437122,NEW DELICIOUS WOK,4,20,12,A
41437155,LITTLE CAESAR'S PIZZA,1,62,9,A
41388484,ABOTTEGA,1,48,13,A
41374923,FRESH DIRECT CAFETERIA,4,03,3,A
41437564,FAMOUS PIZZA PARK,3,62,10,A
41387010,SARAGHINA,3,48,10,A
41386289,PIZZA PASTA RESTAURANT,3,62,7,A
41388629,CAPIZZI,1,62,9,A
41440130,TONYS PIZZA ON NOSTRAND,3,62,11,A
41440434,STATEN ISLAND GO CARTS,5,03,2,A
41440450,"KFC, TACO BELL",3,18,13,A
41440843,LA KASBAH,1,14,3,A
41386625,LILLIE'S RESTAURANT,1,47,7,A
41386733,MET LIFE/JET BLUE (EMPLOYEE CAFETERIA),4,03,10,A
41440886,BLIMPIE,1,69,7,A
41441126,NEW L & K CHINESE RESTAURANT,4,20,13,A
41441238,JOU JOU CAFE,1,03,8,A
41438494,BRISAS EXPRESS RESTAURANT,2,53,12,A
41438516,GA HWA KOREAN RESTAURANT,4,52,12,A
41387302,DUNKIN' DONUTS,1,29,3,A
41387444,FAVELA CUBANA,1,53,7,A
41441928,NEW DOUBLE DRAGON,1,20,6,A
41375901,WAH FUNG CHINESE RESTAURANT,4,20,10,A
41387523,DUNKIN' DONUTS,1,29,8,A
41442084,EL PARADOR CAFE,1,55,11,A
41442317,CROWN FRIED CHICKEN,3,18,12,A
41389562,THE IRISH TIMES,1,47,11,A
41439806,BAR-TINI'S,1,03,13,A
41387894,HAANDI,1,44,20,Z
41443011,OSAKA JAPANESE RESTAURANT,3,49,12,A
41443240,DUNKIN' DONUTS,1,29,5,A
41385738,"SUBWAY, CARVEL ICE CREAM",4,69,2,A
41389979,CHEZ LUCIENNE,1,35,12,A
41390129,SARABETH,1,03,9,A
41387494,YUMMY TACO,3,81,4,A
41387507,THE BLUE STOVE,3,03,12,A
41440468,EL CAFETAL BAR,4,53,16,B
41443631,THREE BOYS FROM ITALY,2,62,9,A
41390168,THE VILLAGE LUNCHEONETTE,3,03,10,A
41390347,ANDAZ,1,44,14,B
41390370,BEN & JACKS STEAKHOUSE,1,78,12,A
41390371,EMPIRE SZECYUAN GARDEN,3,20,10,A
41386038,773 LOUNGE,3,03,9,A
41386047,LIN'S GARDEN KITCHEN,3,20,6,A
41388312,ANTIBES BISTRO,1,30,12,A
41441594,HAPPY WOK  CHINESE RESTAURANT,3,20,4,A
41443837,NEIR'S TAVERN,4,03,11,A
41388080,BXL EAST,1,35,11,A
41388342,EL REY RESTAURANT,4,53,14,B
41443891,ANTONIO'S PIZZA DELI RESTAURANT,3,62,11,A
41444302,ROCKWOOD MUSICAL,1,03,3,A
41444322,LOUIE'S PIZZERIA,4,63,12,A
41386642,RADIO STAR,1,03,7,A
41388614,TASTE OF CHINA,3,20,8,A
41442734,THE SACKETT,3,03,4,A
41442954,GOLDEN CHINA,2,20,2,A
41391456,THE WRIGHT,1,03,11,A
41444720,SUBWAY,1,69,11,A
41444789,ROBERTO'S,2,48,10,A
41386957,WORLD ICE CAFE,4,03,10,A
41391483,NEW FLUSHING BAKERY,4,08,9,A
41388904,SILK CAKES,1,03,2,A
41445222,OAKWOOD'S HERSHEY,5,43,11,A
41445357,BELLINI'S PIZZA,2,63,11,A
41443537,A& E TENOCHTITLAN DELI & TAQUERIA,2,55,9,A
41443574,MANGIA ORGANICS,1,03,12,A
41389364,VALIANO PIZZA,5,62,7,A
41389738,TEHUITZINGO DELI AND GROCERY,1,55,12,A
41389861,WINE 30,1,03,7,A
41445493,CHINA PLACE,1,20,6,A
41392217,CHRISWAY,4,77,13,A
41389061,BOTANICA/CACAO PRIETO,3,03,12,A
41445748,GRAND CAFE (Metropolitan Hospital),1,03,13,A
41392406,ASTORIA PIZZA,4,62,8,A
41390799,IRVING PLAZA,1,03,7,A
41392668,KENNY'S BAKERY,1,08,9,A
41392820,QUIZNO'S SUBS,1,69,9,A
41393008,THIRD RAIL COFFEE,1,14,13,A
41393099,THE DUBLINER,1,47,12,A
41446586,SUBWAY,5,69,11,A
41444809,PRINT RESTAURANT/SERVICE ROOM/BANQUET KITCHEN,1,03,7,A
41444879,GRAND BO KY RESTAURANT,1,20,35,Z
41393345,DEEP BLUE ON THE FLY,4,03,,A
41393633,FAST WOK,2,20,3,A
41393637,DELICIAS MEXICANAS,1,55,10,A
41391116,CHOLA,1,44,7,A
41379821,MCDONALD'S,2,39,11,A
41390137,SARABETH'S/LORD AND TAYLOR 6th FLOOR,1,14,12,A
41388168,CASCADA RESTAURANT AND BAR,4,61,2,A
41446707,CORSINO CANTINA,1,48,16,Z
41391676,FOO AN CHINESE FOOD,4,20,5,A
41447329,PANDA,4,20,10,A
41447492,Jimbo's Hamburger Palace,2,03,9,A
41447522,FLATBUSH LATIN GRILL,3,53,11,A
41445625,GREEN LEAVES RESTAURANT,3,20,9,A
41445662,EL ABUELO GOZON,4,53,13,A
41394286,CRUMBS EAST,1,08,13,A
41394405,LITTLE ITALY PIZZA,1,62,10,A
41388576,MAMA'S PIZZA CAFE,1,62,8,A
41391331,CALVISIUS CAVIAR BAR,1,72,2,A
41447792,FRESH & CO,1,03,5,A
41381335,ISLAND ROTI SHOP,4,17,8,A
41445832,NEW HEI LOK CHINESE RESTAURANT,4,20,36,C
41445835,SAM WON GAHK,4,52,4,A
41445856,WICHCRAFT,1,69,11,A
41445878,FU KEE CHINESE RESTAURANT,3,20,26,Z
41391840,NYY STEAK,2,78,7,A
41388853,SUBWAY,3,69,2,A
41447862,KINGSBRIDGE COFFEE SHOP,2,27,26,B
41447951,GRAND KARAOKE,1,05,45,Z
41447979,CHEN'S FOO HAI,2,20,11,A
41392244,CATHY'S PLACE DINER,3,03,33,C
41446201,SKY BLUE KARAOKE,4,03,11,A
41394885,BAY HOUSE BISTRO,5,05,24,Z
41394908,DUNKIN' DONUTS,2,29,7,A
41389005,ARMANI RISTORANTE,1,48,12,A
41448381,ACCRA RESTAURANT,2,02,11,Z
41448388,SUBWAY/TEXAS CHICKEN,4,69,11,A
41446753,TASTY GRILL,4,38,5,A
41391829,LUCKY CORNAGA,4,20,35,C
41393430,TEN FULL,4,20,20,B
41448559,HIGHLANDS RESTAURANT,1,32,12,A
41448575,THE SQUARE,5,62,12,A
41392116,EL NUEVO CARIDAD RESTAURANT,1,53,25,B
41392209,LA RIOJA RESTAURANT,4,77,7,A
41447199,LE BOUCHON,3,67,20,B
41447596,BLUE & GOLD DELI,1,03,13,A
41393625,DIG INN SEASONAL MARKET,1,03,5,A
41393754,NEW MAY MAY KITCHEN,1,20,10,A
41449137,PEDRO'S LATIN KITCHEN & PIZZA (WESTERN BEEF),4,53,12,A
41449143,GREEN FITNESS STUDIO,3,51,6,A
41449148,TAZ CAFE,1,03,12,A
41395370,EMPLOYEE CAFETERIA,4,03,2,A
41395379,STAND 114,4,03,2,A
41395386,CATCH OF THE DAY,4,03,2,A
41395496,318 - TWO BOOTS,4,03,4,A
41447748,HAS BEANS BROOKLYN,3,14,7,A
41447825,CHEEKY SANDWICHES,1,69,12,A
41449367,DISH FOOD & EVENTS,3,03,8,A
41449503,OKEANOS,3,38,9,A
41395567,CAFE PEDLAR,3,03,5,A
41447901,YUMMY TACO,3,55,7,A
41393176,SUBWAY,3,03,3,A
41390867,RIN THAI CUISINE,1,82,2,A
41396045,SUBWAY,5,69,5,A
41448021,PIER 76,5,48,7,A
41448361,PATISSERIE DES AMBASSADES,1,35,6,A
41450143,GATO VERDE SPORTS BAR,4,55,7,A
41450361,FREDA'S,1,17,11,A
41394768,Picnic Garden,4,52,13,A
41394943,STARBUCKS COFFEE,1,14,12,A
41395219,HEALTHY CHOICE DELI AND,1,27,12,A
41394031,EL JAYA RESTAURANT,1,53,10,A
41448941,SUBWAY,1,69,2,A
41448965,UNITED FEDERATION OF TEACHERS,1,03,11,A
41396651,STAND 217,2,03,,A
41396652,STAND 224,2,03,2,A
41396655,DUGOUT LOUNGE INSEAT PANTRY 3B,2,03,7,A
41450589,LA PERLA DEL ULUA RESTAURANT,3,53,13,A
41395408,"DUNKIN' DONUTS, SUBWAY",4,03,2,A
41395413,STAND 121,4,03,2,A
41395422,Stand # 433,4,03,7,A
41395427,STAND 421,4,03,,A
41395501,337 - BURGERS & DOGS,4,03,2,A
41395502,STAND 335 BEVERAGES & SNACKS,4,03,,A
41395519,STAND 321 CAESARS CLUB,4,03,10,A
41396666,STAND 110 B,2,03,,A
41396672,STAND 334 BEER ROOM,2,03,4,A
41396674,STAND 112,2,03,2,A
41396777,MOCHA MOCHA COFFEE,3,14,7,A
41396865,LEGENDS 000,2,03,12,A
41449140,LA LUCHA,1,55,6,A
41450593,NY KIMBOB NARA,4,52,11,A
41450629,MCDONALD'S,3,39,3,A
41450639,CHINA ONE RESTAURANT,3,20,13,A
41397185,NUM PANG,1,05,7,A
41395589,BERIMBAU,1,13,2,A
41449421,LA GITANA PANADERIA Y RESTAURANTE,4,53,11,A
41449514,PURPLE YAM,3,05,12,A
41397322,GOLDEN DRAGON RESTAURANT,3,20,12,A
41450854,LOS MARIACHIS RESTAURANT,3,55,10,A
41397650,"Dunkin' Donuts, Baskin Robbins",1,29,12,A
41450085,VINNY VINCENZ,1,62,11,A
41450097,NU HOTEL,3,03,5,A
41396112,BILLY'S PIZZERIA RESTAURANT,3,63,4,A
41396241,KITCHEN PROVANCE,1,03,12,A
41451247,THE LONG ROOM,1,47,9,A
41395345,CONCESSIONS Stand GAC,4,03,10,A
41395384,WORLD'S FAIR MARKET,4,03,,A
41395426,STAND 423,4,03,,A
41398322,ISLAND TASTE RESTAURANT,2,17,11,A
41396479,BAGEL CAFE,3,50,9,A
41395511,STAND 312,4,03,9,A
41450604,BAGELS & CO,4,50,16,Z
41452059,SIRUYEON,4,14,4,A
41452265,HOLEY CREAM,1,43,12,A
41396345,ANGELINA'S PANINI BAR,4,69,4,A
41399682,NEW CHINATOWN RESTAURANT,2,20,5,A
41450777,FINANCIER PATISSERIE,1,35,12,A
41452725,TASTE OF GEORGIA,3,30,7,A
41399893,LA COLOMBE,1,14,8,A
41394043,GOLDEN PALACE,2,03,4,A
41397768,CAFFE LA NOTTE,3,14,5,A
41397825,CAFE CON PAN BAKERY II,5,08,13,A
41398041,HOME'S KITCHEN RESTAURANT,1,20,10,A
41400142,IHOP RESTAURANT,2,03,10,A
41400202,SUBWAY,4,69,9,A
41400630,SAFFRON,4,77,3,A
41451133,CHATEAU DI ALIK,3,30,10,A
41452777,HAYASHI SUSHI,3,49,12,A
41451410,COURTSIDE CAFE,1,14,12,A
41451641,VIVA EMPANADAS,4,55,4,A
41387014,MALAY BAKERY,3,20,10,A
41453192,C'EST BON CAFE,1,14,4,Z
41453310,MANNA CATERING,4,50,4,A
41453317,DUNKIN DONUTS,4,29,10,A
41453335,EL MONSTRO DEL SAZON RESTAURANT PIZZERIA,2,53,12,A
41399022,MI CASTILLO RESTAURANT,3,53,12,A
41396654,KETAL ONE LOUNGE INSEAT PANTRY IB,2,03,7,A
41396670,STAND 318,2,03,3,A
41396671,STAND 324,2,03,2,A
41396855,AUDI YANKEE CLUB,2,03,2,A
41401363,PAPA JOHNS,3,62,8,A
41401462,PACINI'S PIZZERIA,5,63,25,B
41451780,PIZZA PALACE CAFE,4,50,13,A
41451792,RANCHO MATEO,4,77,12,A
41451863,LUCKY STAR RESTAURANT,4,20,2,A
41399316,NEW KING DRAGON RESTAURANT,2,20,7,A
41395061,SUN LOK RESTAURANT,4,20,5,A
41396867,STAND 232,2,03,2,A
41451985,BRANCACCIO'S FOOD SHOP,3,48,13,A
41451991,BITGOUL Tofu & B.B.Q. Restaurant,4,52,13,A
41452375,OFRENDA,1,55,13,A
41395388,STAND 142 THE ORIGINAL CASCARINO’S BRICK OVEN PIZZERIA & RISTORANTE,4,03,3,A
41395407,STAND 135,4,03,,A
41395411,STAND 123,4,03,3,A
41395421,STAND 435,4,03,3,A
41395425,Stand # 425,4,03,2,A
41399837,BLACK SWAN,3,03,8,A
41453387,LOCAL BAR AND GRILL,4,03,10,A
41453390,STECCHINO,1,03,2,Z
41402310,KARAOKE WOW,1,05,10,A
41402316,SAZON,1,53,10,A
41397544,BASKETS BY ELLEE,4,51,,A
41395432,STAND 417,4,03,,A
41395494,SUITE KITCHEN,4,03,,A
41395514,310 - EXELSIOR,4,03,,A
41395531,STAND 408,4,03,,A
41395535,STAND 404,4,03,,A
41400012,THE GRAND VICTORY,3,03,13,A
41400378,QUEENS BUFFET,4,20,22,B
41453516,CLASSIC DELI,5,27,12,A
41453626,BREADBOX CAFE,4,14,12,A
41453658,JUSTINO'S PIZZERIA,1,63,22,B
41402733,MILLENNIUM UN PLAZA HOTEL- THE AMBASSADOR GRILL AND LOUNGE,1,03,12,A
41403121,SUBWAY,3,69,12,A
41403159,DUNKIN' DONUTS,1,29,12,A
41400593,JAMAICA GRILL RESTAURANT & CATERERS,3,17,12,A
41403177,FIVE STAR DINER BANQUET AND RESTAURANT,4,44,16,B
41403236,GREAT WALL CHINESE RESTAURANT,2,20,11,A
41403280,STARBUCKS COFFEE #14240,4,14,7,A
41403338,CROWN FRIED CHICKEN,4,18,7,A
41452905,SUBWAY,1,69,,A
41453018,ROCK BAR,1,03,13,A
41453045,NEST RESTAURANT& LOUNGE,4,17,22,B
41453320,LA CASITA YARN SHOP CAFE,3,14,2,A
41400748,BAILEY'S CORNER PUB,1,99,7,A
41401393,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,3,17,9,A
41396559,WASHINGTON COMMONS,3,03,7,A
41401730,MERCATO,1,48,12,A
41403916,DELICIA BAKERY,2,08,4,A
41396661,STAND 320 - PREMIO,2,03,2,A
41396665,STAND 110 A,2,03,5,A
41396668,STAND 218A DELTA SUITE,2,03,7,A
41396679,STAND 213,2,03,2,A
41402332,NEW GREAT CHINA RESTAURANT,5,20,13,A
41454379,TANG,4,52,17,B
41404839,BLIMPIE,2,69,9,A
41399915,FUEL BAR,4,03,6,A
41402635,ALDEA RESTAURANT,1,66,9,A
41453860,SPICE,1,82,10,A
41454575,SUBWAY AND HERSHEY'S,3,70,5,A
41403222,YOLIE'S BAR & RESTAURANT,3,24,11,A
41454233,TASTY BITES,3,17,12,A
41454627,CARNIVAL HOUSE RESTURANT,4,20,22,Z
41454708,DEVI,1,44,26,Z
41405113,TANDEM,3,03,20,Z
41405148,LUCE RESTAURANT & ENOTECA,1,48,9,A
41405205,MESA COYOACAN,3,55,13,A
41454347,LOS CABOS,4,53,9,A
41454350,LITTLE SKIPS,3,03,13,A
41389126,TACO BANDITO MEXICAN FOOD,1,55,10,A
41454948,KING WOK,4,20,6,A
41400742,BURGER KING,2,39,3,A
41405535,TWO BOOTS PIZZA,1,62,3,A
41405669,NEW TAK LUCK RESTAURANT,3,20,11,A
41389468,MELANIE'S ROTI & GRILL RESTAURANT,2,17,6,A
41454384,K TOWN,1,52,10,A
41455097,HECTOR'S MEXICAN CUISINE,2,55,12,A
41455224,MANOR OKTOBERFEST FOREST HILLS,4,37,19,B
41401861,NATURAL RESTAURANT,3,20,5,A
41402060,REGAL UNION SQUARE STADIUM 14,1,03,12,A
41454625,HANAMICHI,1,49,6,A
41455611,SAVOR CAFE,3,50,11,A
41455831,ASIAN KITCHEN,3,05,12,A
41455877,ENVY,1,05,10,A
41390298,MCDONALD'S,3,39,2,A
41455169,TBAAR,1,05,13,A
41455194,KENNEDY'S CHICKEN & SANDWICHES,2,18,13,A
41455211,PARSONS ALE HOUSE,4,03,7,A
41455950,DUNKIN' DONUTS,2,29,12,A
41456074,TINA BAKERY,2,55,16,B
41456225,PREVITI PIZZA,1,62,9,A
41405163,OASIS CAFE,3,67,11,A
41405312,JIMBO'S HAMBURGER PALACE,2,39,2,Z
41405628,BECO,3,13,12,A
41403075,TASTE OF HONEY,5,03,4,A
41403165,DUNKIN DONUTS,1,29,10,A
41455838,NEW CHUNG MEE RESTAURANT,3,20,14,B
41455844,BAKERY DE PARIS,4,14,7,A
41399905,Z PIZZA,4,62,7,A
41399985,DUNKIN DONUTS,1,29,9,A
41456419,NEW NO.1 RESTAURANT,3,20,13,A
41456472,B BAR AND GRILL,1,03,12,A
41456522,MAGNOLIA BAKERY,1,08,12,A
41455865,FRANHILL DELI,4,27,18,B
41456053,LA ABUNDANCIA BAKERY AND RESTAURAN,4,53,13,A
41406318,EL BOHIO TROPICAL,2,53,5,A
41406341,NATURE'S GRILL,3,03,7,A
41407436,XING LUNG,2,20,11,A
41456541,BUDDY'S KOSHER DELI,4,50,12,A
41456598,CORONA PIZZA,3,63,10,A
41403583,LA-BAGUETTE SHOP,3,08,7,A
41406820,HONG KONG KITCHEN,2,20,9,A
41456175,SOPHIES'S BISTRO,3,50,5,A
41400697,NICOTRA BALLROOM // EMPLOYEE CAFETERIA,5,03,11,A
41400699,SANLIAN INTERNATIONAL,4,20,5,A
41408351,LE PAIN QUOTIDIEN,1,69,4,A
41408505,POSTMAN'S CAKEWORLD AND PASTRIES,3,08,2,A
41456887,MAPO TOFU,1,20,13,A
41400932,BLEACHER FOOD COURT,2,03,4,A
41407189,THE BRESLIN LOBBY BAR & ROOM SERVICE KITCHEN,1,03,7,A
41456477,1001 NIGHTS CAFE,5,03,10,A
41456581,EL BACAN,1,20,10,A
41408561,MAISONNETTE KITCHEN & EMPLOYEE CAFETERIA,1,03,11,A
41457023,CASA MEZCAL,1,55,47,C
41457197,AJISAI JAPANESE RESTAURANT,1,49,7,A
41409233,ZEYTINZ,1,27,14,B
41457437,Junior's Seafood,2,72,12,A
41457445,POPEYES CHICKEN & BISCUITS,3,18,8,A
41407919,BAJA FRESH,1,53,7,A
41408069,AUREOLE,1,03,12,A
41408277,NOBI SUSHI,1,49,12,A
41456863,THE MAD DONKEY,4,03,18,B
41456879,RAY'S PIZZA,1,62,11,A
41456964,NERO DORO,3,48,10,A
41409517,SUL.ZIP,4,52,7,A
41410016,RALPH'S ICES,5,43,12,A
41405158,HEAVENLY REST STOP,1,03,12,A
41457630,KYOCHON,1,52,12,A
41457638,FINEST DUMPLING RESTAURANT,1,20,8,A
41408361,BEKY BAKERY AND COFFEE SHOP,4,77,16,B
41457400,VINTRY,1,80,10,A
41410058,ANELLA,3,48,12,A
41457867,TOLMAS,4,50,21,Z
41457451,COPPOLA'S WEST,1,48,5,A
41457453,THE COUNTING ROOM,3,03,10,A
41457489,PRESS,1,75,7,A
41458497,NEW HONG KONG KITCHEN,4,20,9,A
41458507,CRUMBS BAKE SHOP,1,08,8,A
41403445,CHECKERS,3,39,2,A
41410925,CROWN FRIED CHICKEN,4,03,3,A
41410983,PEKING RESTAURANT,4,20,7,A
41411047,LE RELAIS DE VENISE,1,35,12,A
41411058,WALDORF ASTORIA-OSCAR'S,1,03,10,A
41411091,OR-YEHUDA,4,50,12,A
41457591,ROSSY'S BAKERY & COFFEE SHOP,1,08,12,A
41458617,RED RIBBON BAKESHOP,4,34,12,A
41411827,PRET A MANGER,1,69,10,A
41403890,TOWERS CAFE,3,03,5,A
41409985,ROSARIO PIZZA,3,62,4,A
41457942,EVERYTHING BAGELS,1,07,16,B
41458254,BEST BAGEL & COFFEE,1,07,12,A
41412192,IMPERIAL TASTE,4,20,7,A
41459140,POMMES FRITES,1,03,12,A
41404371,BKLYN CREPE AND JUICE BAR,3,35,7,A
41458572,THE 5 AND DIAMOND,1,03,13,A
41459355,TRINI DELIGHT,4,17,52,Z
41394605,SIT & WONDER,3,14,12,A
41413676,ALSHAM PASTRIES,4,56,2,A
41458716,101 CAFE,4,03,6,A
41405042,QUEEN OF TACOS,2,55,5,A
41408568,MOTHER BURGER,1,39,8,A
41408734,TWO TOM'S RESTAURANT II,3,03,9,A
41459709,RALPH'S FAMOUS ITALIAN ICES,5,43,2,A
41413877,SOUTH SHORE LITTLE LEAGUE CONCESION STAND,5,03,11,A
41413944,HING WONG RESTAURANT,2,20,7,A
41414497,PAUL'S DAUGHTER,3,03,6,A
41459054,MEE NOODLE SHOP & GRILL,1,20,15,B
41459139,KNITTING FACTORY,3,03,12,A
41459769,VINNIE'S PIZZERIA,3,62,12,A
41414572,REFRIED BEANS,1,55,12,A
41414670,NEW SHENG LI CHINESE RESTAURANT,2,20,12,A
41406214,KING'S PIZZA,1,63,12,A
41415005,CAELDONIA,1,47,8,A
41415111,PAPA JOHNS,3,62,2,A
41395372,INSEAT SERVICE (2ND FLR),4,03,,A
41395380,STAND 112,4,03,2,A
41395424,STAND 431,4,03,2,A
41395428,STAND 417,4,03,,A
41459621,GINO'S BRICK OVEN PIZZA & TRATTORIA,3,62,12,A
41412957,KHAABAR BAARI,4,09,10,A
41410209,DBGB KITCHEN & BAR,1,35,13,A
41415808,FUGU JAPANESE CUISINE,3,49,23,Z
41460035,GUYANA EX POLICE ASSOCIATION OF AMERICA,3,17,11,A
41460043,EL PADRINO,4,53,12,A
41395517,PRESS KITCHEN,4,03,9,A
41395533,STAND 406,4,03,2,A
41459723,NEW GOOD HOPE RESTAURANT,4,17,12,A
41416119,TASTY'S DINER,4,03,12,A
41416164,PASTORA BAKERY,2,08,20,B
41460580,Subway,1,03,7,A
41414216,MONTAZO RESTAURANT BAR,3,53,10,A
41414224,J & D CARIBBEAN SOUL FOOD FISH-N-CHIP RESTAURANT,2,17,2,A
41416726,R.C.L. ENTERPRISES,4,03,13,A
41407455,CINEMA VILLAGE,1,03,2,A
41414661,BROOKLYN BAGEL & COFFEE COMPANY,4,07,9,A
41461119,CITY RESTAURANT,3,20,9,A
41416781,RYEHOUSE,1,03,7,A
41416889,CHINA WOK,2,20,18,B
41411508,SUBWAY SANDWICH & SALADS,1,69,7,A
41411833,PRET A MANGER,1,69,,A
41417393,TWIN DONUT,1,29,13,A
41417567,GREEN CAFE,1,03,12,A
41396647,YANKEES CLUBHOUSE KITCHEN,2,03,2,A
41461464,NEW METRO COFFEE & RESTAURANT,4,03,26,Z
41408378,NONNA L.E.S. PIZZERIA,1,63,11,A
41396659,STAND 310,2,62,2,A
41396664,STAND 331,2,03,2,A
41396667,STAND 127 FOOD COURT,2,03,2,A
41396676,STAND 125 FOOD COURT,2,03,2,A
41415406,GLASS SHOP,3,14,8,A
41461629,LOS BALBUENA RESTAURANT,2,53,12,A
41418301,THE SMILE,1,54,11,A
41460831,EMPIRE TACO,3,81,19,B
41460917,BON CHON CHICKEN,1,18,12,A
41396853,STAND 115,2,03,,A
41415856,BELLA NAPOLI,2,62,12,A
41461985,MATSU SUSHI,4,49,10,A
41415961,HAN SONG TING RETAURANT,4,52,26,B
41416031,MOE'S SOUTH WEST GRILL,0,81,9,A
41462031,LEE'S KITCHEN,3,20,9,A
41462091,NEW KING CHINESE FOOD,3,20,11,A
41462160,HORUS GRILL,3,56,21,B
