CAMIS,DBA,BORO,CUISINECODE,SCORE,CURRENTGRADE
41571228,EL-OMDA,4,56,24,Z
41531468,TRIO PIZZERIA,5,62,13,A
41531476,ANGIE'S BREAKFAST SPOT,3,77,12,A
41531821,MANHATTAN 3 DECKER RESTAURANT,3,03,13,A
41527611,SUBWAY (CARDINAL HAYES HIGH SCH),2,69,7,A
41528048,FORTALEZCASE CON LO MEJOR DE LA NATURALEZA,3,51,2,A
41573883,RALPH'S FAMOUS ITALIAN ICES,1,43,8,A
41573931,GOURMET RESTAURANT,4,59,41,C
41573988,LA BOULANGERIE,4,08,9,A
41503209,NYONYA,3,05,9,A
41503428,DUCALE RESTAURANT,4,48,8,A
41503546,RAYMI,1,61,13,A
41571287,S & P INTERNET CAFE,3,14,15,B
41571448,ASIA DOG,1,03,5,A
41532050,PASSAGE,3,67,12,A
41532156,SUSHI YOU,1,49,25,B
41532206,TASTE GOOD MALAYSIAN CUISINE,4,05,20,B
41528984,GOLDEN CHINA,3,20,13,A
41574056,LE PAIN QUOTIDIEN,1,35,10,A
41574121,ZIO,1,48,12,A
41574167,UNCLE ZHOU RESTAURANT,4,20,9,Z
41504058,LUCKY STAR CHINESE RESTURANT,3,20,10,A
41504235,SAMURAI SUSHI,3,49,13,A
41571476,NATALIA BAR,4,53,7,A
41571511,KENNEDY FRIED CHICKEN,2,18,18,B
41532568,NICOLE KELLY PUB,4,03,12,A
41532729,LA BAGEL DELIGHT,3,07,9,A
41532937,COLOMBIA FAMA BAKERY,4,08,9,A
41528853,Kasike Mofongo House,2,53,12,A
41574266,MOMOFUKU MILK BAR EV,1,03,2,A
41574277,TACO MIX USA,1,55,13,A
41574344,MAS LA GRILLADE,1,35,10,A
41574355,MBJ FOOD SERVICE CAFETERIA,4,03,11,A
41512992,BAY RIDGE DINER,3,03,9,A
41504648,BLUE SKY,4,20,11,A
41532967,CHINA ONE TACO HOUSE,4,81,9,A
41533022,MEI WEI KITCHEN RESTAURANT,4,05,24,B
41529373,NICKY'S VIETNAMESE SANDWICHES,1,28,9,A
41574441,PRINCESS PIZZA & RESTAURANT,3,62,12,A
41574568,EL NUEVO DELICIOSO RESTAURANT,2,77,10,A
41574633,SMASHBURGER,3,39,10,A
41504818,BAGELTERIA,3,07,12,A
41504877,TU CASA RESTAURANT,4,77,8,A
41529719,WING HUA II,3,20,11,A
41529756,CHIQUITA'S RESTAURANT,4,53,13,A
41533453,BROOKLYN STOOPS,3,03,26,Z
41529391,CHINA WOK,3,20,10,A
41574710,TUTT HEIGHTS CAFE,3,56,11,A
41574774,ARPEGGIO @ AVERY FISHER HALL,1,03,4,A
41574776,AT 65 CAFE (ALICE TULLY HALL),1,14,4,A
41574824,THE BEAGLE,1,48,13,A
41572551,EATS,1,03,10,A
41572581,MOLE CANTINA MEXICANA,1,55,12,A
41530103,BANGKOK 2 THAI,1,82,22,B
41504919,SAMMY'S BEACH BAR & GRILL,4,03,13,A
41504943,THEE SEVEN SISTER'S,3,03,9,A
41505166,CRUMBS,1,08,12,A
41505290,ROMEO'S PIZZA,4,62,5,A
41533737,MARKIE B,4,17,13,A
41529795,JIMMY'S HOUSE CHINESE CUISINE,1,20,25,B
41574945,CARIBBEAN VIBES JAMAICAN RESTAURANT AND BAKERY,3,17,12,A
41574948,FISHYARD RESTAURANT & GRILL,3,17,19,B
41575141,TULCIMEX DELI RESTAURANT,2,81,12,A
41530258,OSTERIA AL DODGE,1,48,12,A
41530497,SILVER KRUST WEST INDIAN RESTAURANT,4,17,12,A
41530561,ROJAS COFFEE SHOP,4,03,44,C
41530574,WTF COFFEE & TEA,3,14,12,A
41514283,HONG KONG KITCHEN,4,20,13,A
41505345,KING WOK CHINESE RESTAURANT,2,20,10,A
41505347,WHITE CROSS FISHING CLUB BAR & GRILL,2,03,7,A
41505368,KING FOOD,1,20,27,B
41572973,BANANA LEAF RESTAURANT,1,44,14,B
41534242,MCMURRAY HALL,2,03,11,A
41534329,THE LIBRARY/OUTTAKES QUICK CUISINE,2,03,12,A
41534408,PAPI NICE BAR,2,03,27,Z
41530918,MAMA ITALIAN PIZZA,1,62,7,A
41531136,AUGUST WILSON THEATRE,1,03,6,A
41514585,VENTICINQUE COFFEE,3,14,12,A
41575449,MIDNIGHT EXPRESS,1,03,50,Z
41575487,FRANK'S TRATTORIA,1,48,7,A
41505614,CROWN FRIED CHICKEN,3,18,6,A
41573063,NISSI'S,1,03,23,Z
41573334,KOFTE PIYAZ RESTAURANT,3,83,12,A
41530469,EL SONIDO DEL TREN RESTAURANT,2,77,9,A
41534659,THE WAY STATION,3,03,13,A
41575509,VILLA BRAZIL CAFE GRILL,4,13,4,A
41575563,EAST END KITCHEN,1,03,21,Z
41575665,KAVE ESPRESSO BAR,3,14,11,A
41575741,MINI THAI CAFE,1,82,5,A
41530711,EMPIRE STEAK HOUSE,1,78,13,A
41531875,COCO CHINESE RESTAURANT,3,20,11,A
41515853,BISOUX MARKET/WORLD BEAN,4,03,9,A
41534897,VILLAGE 38,1,03,24,Z
41535008,LITTLE SICILY PIZZA,1,63,7,A
41535368,PASTAFINA,1,63,10,A
41535441,MAJESTIC DELICATESSEN CAFE,1,03,10,A
41575857,BURGERS PLUS,4,50,12,A
41575897,SAN CAFFE,4,08,12,A
41506226,SUBWAY,5,69,2,A
41531111,SUBWAY,3,70,15,B
41531146,AVENUE U EAGLE KITCHEN,3,20,7,A
41531196,CALL IT A WRAP,5,03,9,A
41573878,SURFISH BISTRO,3,61,12,A
41573992,KAIA WINE BAR,1,02,10,A
41573997,CAFE CLEMENTINE,1,70,17,B
41516427,KING WOK TAKEOUT,3,20,12,A
41535549,PRONTO PIZZA,5,48,13,A
41535670,JACKSON DINER,1,44,8,A
41535693,NUEVA VIDA,2,51,12,A
41535706,AFGHAN KEBOB HOUSE,4,01,7,A
41535860,PESCATORE,1,72,8,A
41532069,RUBIROSA PIZZA & RISTORANTE,1,63,11,A
41532133,MIKNIC LOUNGE,3,99,8,A
41532257,MIKE'S PAPAYA,1,03,13,A
41576098,J R PRIMOS,2,77,13,A
41506643,PICCOLA ITALIA,4,48,9,A
41506985,EAST LAKE SEAFOOD RESTAURANT,4,20,8,A
41507070,KING DAVID,4,50,10,A
41507161,LAFAYETTE ESPRESSO BAR AND MARKETPLACE,1,03,4,A
41531789,EMPIRE CAKE,1,08,9,A
41536221,HARWAY FOODS INC.,3,54,11,A
41536647,HAVANA CAFE,2,53,40,Z
41517897,BUENA NUTRICION,1,51,2,A
41532448,THE DARBY,1,03,10,A
41576485,D'JIMMY'S COFFEE SHOP,3,03,23,B
41507277,MENDY'S KOSHER DELICATESSEN,1,50,7,A
41507398,GRIFF'S PLACE,5,03,20,B
41507479,SUN'S KANG RONG RESTAURANT,2,20,11,A
41536872,NEW TOKYO SUSHI,4,49,12,A
41536979,BELLIZZI'S BROADWAY CATERING,4,03,10,A
41518767,"THE CANAL PARK PLAYHOUSE, INC",1,03,10,A
41533057,ZEN PALATE,1,05,10,A
41533094,BROOKLYN ACADEMY OF MUSIC-HARVEY,3,03,2,A
41533145,SAL'S PIZZERIA,3,62,5,A
41533174,JOEY'S PEPPERONI PIZZA,1,62,10,A
41533198,CRESPELLA,3,14,7,A
41533206,SUBWAY/TEXAS CHICKEN,3,69,10,A
41576546,KING FRIED CHICKEN,2,03,7,A
41507517,KENNEDY FRIED CHICKEN,4,03,12,A
41507753,COFFEE BITES,3,14,12,A
41507901,THE LIVING ROOM,1,03,5,A
41537477,BOMBAY HEIGHTS,3,44,34,C
41537725,ANDANADA,1,77,11,A
41537945,CHIPOTLE MEXICAN GRILL #1394,1,81,12,A
41532380,JJ s ASIAN FUSION,4,49,7,A
41574650,TROPICAL JERK,4,17,26,Z
41533994,THE NEW ULTIMATE BAKERY SHOP INC,3,08,26,B
41534110,CHANG HONG CHINESE FOOD EAT IN & TAKE OUT,3,20,10,A
41519334,ICE CREAM CENTER & CAFE,3,50,10,A
41519401,AGAVE DELI GROCERY,3,55,10,A
41508258,BELLA MAMA ROSE,5,48,12,A
41576658,GREAT WALL CHINESE RESTAURANT,2,20,17,B
41576783,BELLA DONNA CAFE,1,48,28,C
41576836,MADISON DELI,1,03,26,B
41532950,CARVEL,3,43,13,A
41537952,XIANG DRAGON CHINESE RESTAURANT,1,20,10,A
41537972,FAO CAFE,1,14,12,A
41538001,THE HALCYON GOURMET LLC,3,03,11,A
41538121,SLICE & CO. BRICK OVEN PIZZA,1,62,21,B
41534467,BROOKLYN MAC,3,03,2,A
41508542,MILLESIME,1,35,13,A
41508685,HAPPY GARDEN,3,20,13,A
41508999,WANG CHINA CITY,3,20,8,A
41519649,SUBWAY,4,70,9,A
41519679,RIVERDALE SECOND HELPING,2,50,7,A
41576906,GOOD WOK,5,20,12,A
41577301,COPPELIA CUBAN LUNCHEONETTE,1,53,19,Z
41574984,TENGU SUSHI & NOODLE HOUSE,3,49,31,Z
41575038,BRGR,1,04,7,A
41575084,CAFE GRUMPY BAKERY,1,08,13,A
41534543,VILLAGE CROWN,1,50,11,A
41520084,PINKBERRY,1,43,2,A
41577328,NEW TASTE OF CHINA,4,20,13,A
41577394,Bronx Burger House,2,03,5,A
41577558,SUBWAY,1,70,7,A
41533299,ELEGANTLY ICED,3,08,5,A
41533306,99 CENT EXPRESS PIZZA,1,62,10,A
41533985,MEXICOSINA,2,55,12,A
41538633,SAIGON SHACK,1,28,12,A
41538666,PICCOLO CAFE,1,14,12,A
41538720,TAQUERIA COATZINGO,4,55,21,B
41538728,BOWLMOR LANE,1,03,13,A
41538772,K Falafel House,1,54,10,A
41509765,FISHERMAN'S COVE,3,17,12,A
41509889,NESPRESSO,1,03,7,A
41509998,EXPRESS COFFEE SHOP,3,03,11,A
41575236,REGGAE FOOD RESTAURANT & LOUNGE,4,17,11,A
41575420,EGYPTIAN CAFE,4,56,24,Z
41534698,UNICAFE,1,03,7,A
41577696,OLDE BROOKLYN BAGEL SHOPPE,3,03,9,A
41577842,CAFFE CAFE,3,14,9,A
41577859,FRESH N DELISH,1,03,8,A
41534162,PERCY'S TAVERN,1,47,5,A
41510203,MOMO SUSHI,3,49,13,A
41510404,JUSTIN'S,4,77,12,A
41535378,ELIEZER KITCHEN,1,03,7,A
41535608,PRONTO PIZZA,1,63,23,B
41521154,LE PAIN QUOTIDIEN,1,35,2,A
41534490,ALPHA KOREAN GASTROPUB,4,52,9,A
41578000,BC CAFE,4,05,18,B
41536142,DOSA DELIGHT,4,44,9,A
41536342,JADE JOY,2,20,13,A
41536525,EOLO,1,48,17,B
41539265,LA CAVA,1,48,7,A
41535326,GOLDEN Z RESTAURANT,3,20,26,B
41575895,JOEY PEPPERONI PIZZA,1,62,2,A
41578284,BON APPETIT RESTAURANT,4,24,11,A
41578404,CHINESE FRIED CHICKEN,2,18,7,A
41578481,TOP HOT BAGELS & GRILL,4,03,9,A
41578515,BEARDED LADY,3,03,9,A
41578597,DUMPLINGS & THINGS,3,20,7,A
41536630,NEW KAM HING,1,05,7,A
41536694,CAFE TWO WAY,3,30,2,A
41536710,CHIKURIN,3,49,19,B
41536786,TUFFET,3,03,7,A
41511288,CARVEL ICE CREAM,4,43,12,A
41539657,PASHA PIZZA PITA GRILL,3,62,12,A
41539722,BOB'S DISCOUNT FURNITURE,4,03,9,A
41537422,SALERNO PIZZA,4,63,7,A
41535370,LUKE'S LOBSTER,1,03,6,A
41535648,GLAZE TERIYAKI GRILL,1,05,9,A
41576156,EMPIRE WOK CHINESE RESTAURANT,2,20,10,A
41576199,VINEAPPLE,3,14,13,A
41576290,PARADISE 2 INTERNATIONAL RESTAURANT AND BAKERY,3,17,18,B
41576311,PICCOLO CAFE,1,48,12,A
41511463,GERBASI RISTORANTE,2,48,10,A
41578739,CW BILLAR,2,53,10,A
41539886,KINGS CROSS,1,03,11,A
41539991,RADICCHIO,1,48,24,B
41539994,LA FLOR DE IZUCAR BAKERY,3,55,12,A
41540004,DOMAND DELICATESSAN,2,27,12,A
41522735,COURT STREET GROCERS,3,27,13,A
41537509,SPRITZENHAUS,3,03,9,A
41537807,LIBERTY DINER,2,03,12,A
41537949,LZ SUSHI,1,49,8,A
41511775,JIN XIN CHINESE RESTAURANT,2,20,5,A
41511781,LE PAIN QUOTIDIEN,1,08,13,A
41512126,LP 'N HARMONY,3,03,13,A
41535665,EL TIO PIO,3,77,9,A
41536371,SAM HO TAKEOUT RESTAURANT,2,20,12,A
41578899,REAL AZTECA II MEXICAN RESTAURANT & DINER,2,55,9,A
41578971,BOULUD SUD,1,54,9,A
41578982,VODOU BAR,3,03,13,A
41579136,FIVE STAR BANQUET,4,44,13,A
41538119,HANSON DRY,3,03,13,A
41538244,BRAVEST,1,03,10,A
41540244,PFIZER,1,03,12,A
41540355,LITTLE CAESARS,2,62,7,A
41540508,DUNKIN DONUTS (Inside Gulf Gas Station on North Side of Maj. Deegan Exwy- After Exit 13 - 233 st.),2,03,10,A
41540512,Dunkin Donuts,2,03,2,A
41523477,LU SHAN GOLDEN FOUNTAIN CHINESE KITCHEN,4,20,10,A
41523558,SNAP SPORT BAR,1,03,10,A
41538407,JOSEPH'S PIZZA,2,63,10,A
41538586,RHYTHM SPLASH,3,03,27,B
41576522,EL NUEVO VALLE #2 RESTAURANT LECHONERA,2,53,8,A
41576543,PULQUERIA,1,55,13,A
41579195,JIREH RESTAURANT,3,55,25,B
41579478,HIGH CLASS PIZZA,4,62,5,A
41538850,PEE DEE STEAK,1,78,9,A
41538907,HUNAN COTTAGE,3,20,10,A
41537594,TAKE AWAY CAFE in REBECCA REHAB CENTER,2,69,12,A
41576742,LEE CHINESE RESTAURANT,3,20,12,A
41576838,DUE FRATELLI PIZZA,3,62,35,Z
41576846,MANGU DOMINIKAN KITCHEN,1,77,10,A
41579510,BAREPLANET CAFE,1,03,13,A
41579518,METROPOLITAN FOOD SERVICE,1,03,9,A
41579661,DUNKIN DONUTS,2,29,8,A
41579887,UPSTATE,1,72,9,A
41580020,GRAND RESTAURANT,4,20,13,A
41512890,DRAGON EXPRESS,4,20,13,A
41512966,CHINA WOK,1,20,7,A
41513074,WB CARIBBEAN RESTAURANT,3,17,10,A
41541117,SUBWAY,4,69,32,C
41538952,PAULINE AND SHARON'S,3,62,7,A
41539151,DUNKIN DONUTS,3,50,4,A
41524509,Pinkberry,1,43,10,A
41576993,MELT SHOP,1,03,10,A
41577058,NYC FRIED CHICKEN,1,03,13,A
41577115,LA NUEVA ESPANA,1,53,5,A
41577154,PLAZA FOOD COURT,1,03,12,A
41577304,DEE AND RICKY'S HOME COOKING,3,17,11,A
41580027,OMAR'S KITCHEN & BAKERY,1,56,9,A
41580444,SUBWAY,1,70,13,A
41513165,VARIETY BAKERY,4,08,10,A
41524648,SICHUAN RESTAURANT,4,20,13,A
41524912,EAST FAR RESTAURANT,3,20,13,A
41541381,Plaza Garden,1,27,9,A
41539237,ENERGY FUEL,4,03,9,A
41539257,FOO KEE SEAFOOD RESTAURANT,4,20,26,B
41539260,DUNKIN DONUTS,1,29,12,A
41538513,ARTICHOKE BASILLE'S PIZZA & BAR,1,62,13,A
41538516,NU CAFE 47,3,50,7,A
41577604,DIAMOND KRUST,3,17,16,B
41577651,MONUMENT LANE,1,03,11,A
41577662,LEON KITCHEN,3,20,11,A
41580505,POMODORO PIZZA CAFE,5,63,13,A
41580528,GOODFELLA'S BRICK OVEN PIZZA,1,48,13,A
41580542,UNCLE LOUIE G,5,43,,A
41580728,REGIS ROYAL,1,48,11,A
41525016,DA MIKELE,1,48,9,A
41525094,DA NONNA ROSA,3,48,13,A
41525144,MANGO'S RESTAURANT & CATERING,2,17,16,B
41541587,PIER 79/NY WATERWAY SEATTLE CAFE,1,03,7,A
41539269,LOMA COFFEE SHOP II,3,53,12,A
41539302,VIVIANO'S,4,63,13,A
41539489,PICANTE PICANTE RESTAURANT,2,55,12,A
41577862,SUBWAY,1,70,12,A
41577901,CAFE MILAN,4,14,4,A
41525351,PASTELES CAPY,4,08,7,A
41525472,CROSS BAY DELI & GRILL,4,27,12,A
41580756,ROTI ON THE RUN,3,17,10,A
41580782,GOGO-GI,1,52,7,A
41580990,LJ PIZZA,1,48,12,A
41514180,JALAPENO,1,55,12,A
41541660,KRISPY KREME,1,00,3,A
41541665,26 SEATS,1,35,11,A
41541674,IHOP,3,03,13,A
41539593,COATZINGO RESTAURANT,4,55,12,A
41539719,TOWNHOUSE RESTAURANT,2,03,7,A
41539844,SAIGON MARKET,1,28,8,A
41538912,HUNGRY BURRITO,3,55,12,A
41539199,CHESTNUTS KING,1,58,10,A
41526478,LA FLACA,1,55,4,A
41577920,BISTRO 61,1,35,13,A
41577975,THE SOCIAL HOUSE,1,03,10,A
41581294,PIZZA EXPRESS,3,62,12,A
41514563,La Nueva Lechonera,2,77,5,A
41541889,BUVETTE,1,35,13,A
41542033,PASTELES CAPY,4,08,13,A
41578618,LITTLE MUNCHIES,3,62,8,A
41539957,TERRACE COFFEE SHOP,3,03,12,A
41526944,CHICKPEA,1,03,7,A
41527114,MERCHANTS RIVER HOUSE,1,03,7,A
41581676,JUICE BAR,4,20,2,A
41581905,LE CHEILE,1,47,2,A
41582081,FELICE,1,48,9,A
41578688,PORTS COFFEE AND TEA CO,1,14,13,A
41578745,DAILY PRESS BED-STUY,3,14,10,A
41514631,PRONTO PIZZA,3,63,9,A
41542191,MY FAMILY PIZZA,5,63,11,A
41542238,FERRARA CENTRAL PARK WEST & COLOMBUS CIRCLE,1,14,7,A
41542299,SOCARRAT NOLITA,1,77,11,A
41542461,C & L OF EAST OCEAN RESTAURANT,3,20,11,A
41542466,SOIGNE,3,03,12,A
41540476,JOE'S PIZZA,3,48,13,A
41582304,LA GRANJA,3,61,6,A
41582458,I AM THAI EXPRESS RESTAURANT,4,82,3,A
41579022,BIRRERIA (EATALY),1,48,12,A
41579178,BROOKLYN CUPCAKE,3,08,2,A
41579193,ANGELA RESTAURANT OF NY,3,50,6,A
41582626,UPTOWN VEG.,1,36,12,A
41582648,THE IRISH EXIT,1,47,6,A
41582745,PANERA BREAD,3,70,13,A
41515131,MARGIE'S RED ROSE DINER,1,73,9,A
41542492,FAR EAST SZECHUAN KITCHEN,4,20,19,Z
41542651,EL MANA BAKERY,3,08,19,B
41542863,LUCKY RESTAURANT,2,20,7,A
41540906,AI FIORI,1,48,9,A
41540983,FOREVER TASTE RESTAURANT,1,20,10,A
41540996,MEDI WINEBAR,1,54,13,A
41541049,CHINA DRAGON,4,20,12,A
41528201,CHINA TASTE,4,20,16,B
41528390,VERDE COAL OVEN,3,62,13,A
41582768,L & K JAMAICAN RESTAURANT,4,17,7,A
41582872,SLEEP NO MORE AT THE MCKITTRICK HOTEL,1,03,13,A
41579214,SUBWAY,1,69,7,A
41579281,MANOR SUSHI,5,49,5,A
41579353,ROCKAWAY PLAZA DELI,4,03,5,A
41579368,DYCKMAN PALACE PIZZA,1,62,10,A
41515691,ANDRE'S HUNGARIAN STRUDELS & PASTRIES,1,08,11,A
41542939,MAGGIE BROWN,3,03,21,Z
41540019,HONG LI CHINESE FOOD TAKE OUT,3,20,9,A
41540064,AQUI ME QUEDO,3,51,5,A
41540102,GREAT WALL,1,20,11,A
41540407,SHOTS BILLIARDS,4,03,10,A
41541376,CALEXICO,3,03,7,A
41582999,TACOS EL PAISA,1,81,13,A
41583046,RUCOLA,3,48,7,A
41583063,CITY PLACE GRILL,4,03,12,A
41516309,GREAT WALL KITCHEN,2,20,11,A
41528402,TAQUERIA IZUCAR,3,55,12,A
41528816,UNION SQUARE CATERING FACILITY BALLROOM,1,03,7,A
41528851,GOOD TASTE RESTAURANT,4,20,5,A
41579751,MORGAN'S HARBOR RESTAURANT,3,17,10,A
41579965,HILLTON RESTAURANT,3,20,11,A
41543275,KARAOKE NEMO/TRECE,1,55,21,B
41543356,LITTLE CAESARS,4,03,,A
41543374,HUDSON STATION BAR & GRILL,1,03,12,A
41543375,NO. 1 CHINESE RESTAURANT,3,20,7,A
41543465,Konditori,3,14,2,A
41541377,BOMBAY CURRY,3,44,29,C
41541401,JOE & JOHN'S PIZZA,4,62,10,A
41540484,DUNKIN DONUTS,3,03,11,A
41583191,QUEZADA RESTAURANT,3,77,19,B
41583236,M S HAN SONG TING,4,20,19,B
41516689,THE JUICE BAR,5,36,18,Z
41529070,SPINELLI'S PIZZA/GYRO II,1,48,11,A
41580023,SAGE,3,82,11,A
41580341,LA BOTTEGA OF HOWARD BEACH,4,48,13,A
41541595,FULL CUP,5,14,10,A
41541607,KEG NO. 229,1,03,11,A
41543623,CASTILLO DE JAGUA 3,3,77,27,B
41543722,DOMINO'S PIZZA,1,62,14,B
41543866,DALLAS BBQ,4,03,9,A
41583460,HARDLING's,1,03,9,A
41583463,PHD,1,03,11,A
41583541,FORMA IDEAL,2,99,12,A
41580402,NICKY'S BBQ,2,03,13,A
41541114,PINO'S PIZZA,5,62,25,B
41541247,EURASIA CAFE,3,67,9,A
41518053,NEW PROSPERITY DUMPLING,1,20,11,A
41518692,JR GOURMET DELI & PRODUCE,2,27,12,A
41529278,CALETA RESTAURANT,2,53,8,A
41541793,SOPHIE'S CUBAN CUISINE,1,53,12,A
41580537,TRATTORIA ZERO OTTO NOVE II,1,48,10,A
41580729,PARKSIDE COFFEE SHOP,3,03,24,Z
41583682,GREEN FIG BAKERY CAFFE,3,14,13,A
41541403,SAPPORO SUSHI RESTAURANT,5,49,15,B
41529523,POPEYES CHICKEN & BISCUITS,3,18,4,A
41542132,FU SING,1,20,11,A
41544554,U LIKE CHINESE RESTAURANT,3,20,21,B
41544565,MCDERMOTT'S PUB,2,03,12,A
41583757,BEECHER'S HANDMADE CHEESE,1,03,8,A
41581176,TWIST-IT,2,43,2,A
41581350,KING WOK II INC,4,20,12,A
41581650,ATOMIC WINGS,1,18,23,B
41541426,MARIO'S PIZZA,4,63,17,B
41529889,BROOKLYN COMMUNE,3,70,8,A
41544857,PANDA DELIGHT INC CHINESE RESTAURANT,3,20,27,B
41583876,LA DELECIA EN PANDEBONO,4,08,15,B
41581674,SHELLCOVE & CHINGER,4,05,10,A
41581830,PADTHAI NOODLE LOUNGE,1,82,24,Z
41581869,TEASPOON BAKE SHOP.,4,14,7,A
41541993,ESTRELLITA POBLANA II,2,55,12,A
41542018,PICK & EAT,1,03,11,A
41520417,INDUSTRY,1,03,13,A
41542473,PEKING KITCHEN CHINESE CUISINE,5,20,13,A
41542642,MOLLOY'S IRISH PUB,1,47,33,C
41530384,SARO,1,30,9,A
41545326,BROTHER'S PIZZA,5,62,13,A
41545370,SHRINE/YATENGA,1,02,27,Z
41545441,GOAT TOWN,1,03,21,Z
41583980,KENNEDY FRIED CHICKEN,2,18,11,A
41584113,LCL BAR AND KITCHEN,1,03,13,A
41584148,SUNDAES BY THE PARK,3,43,3,A
41542369,KARAM,3,56,8,A
41542451,LITTLE CAESARS,3,00,2,A
41582237,TBILISI,3,30,11,A
41582264,BEL PAESE PIZZA,4,48,12,A
41542801,SPICE,1,82,11,A
41542821,HARNEY & SONS TEA,1,14,10,A
41543023,MR ROBATA,1,49,7,A
41530631,LA DOLCE PASTRY SHOPPE,5,08,7,A
41545595,ATERA,1,03,13,A
41545645,MOMO HIBACHI STEAKHOUSE & BAR,3,49,14,B
41542520,NEW STAR CAFE,1,03,17,B
41542793,LUKE'S LOBSTER,1,72,2,A
41543033,NEW STAR SEAFOOD RESTAURANT,3,20,11,Z
41543097,RUBBY PIZZERIA RESTAURANT,1,62,21,Z
41584249,THE BURGER GURU,3,03,9,A
41584294,O'S GRILL SPOT \RESTAURANT,3,17,37,C
41584315,ELIZABETHS NEIGHBORHOOD TABLE,1,03,12,A
41584432,BURGER KING,5,03,24,B
41584523,SHIKOKU TERIYAKI EXPRESS/PONJI JUICE BAR,4,49,23,B
41582622,BREAD & COMPANY,1,03,10,A
41545850,DUNKIN DONUTS EXPRESS,4,29,8,A
41546041,HEIDI'S HOUSE BY THE SIDE OF THE ROAD,0,03,11,A
41543294,FATTA CUCKOO,1,03,30,Z
41530881,MARCO POLO PIZZA & DELI,1,03,5,A
41531073,LOMA RESTAURANT COFFEE SHOP,3,77,12,A
41531118,ST JAMES THEATRE,1,03,11,A
41531166,SUBWAY,2,69,4,A
41543012,FOREST HOUSE,4,20,10,A
41584539,CLUB GLAZZ,4,03,16,B
41584647,AMORINO,1,48,12,A
41584771,GRAND SICHUAN EASTERN,1,20,17,Z
41582818,WEST PLACE,1,20,27,B
41582873,ICHIMASA JAPANESE RESTAURANT,1,49,7,A
41546087,HARBOR FITNESS JUICE BAR,3,03,10,A
41546236,COLOMBIAN BURGER,4,53,10,A
41531279,GREENPOINT LOUNGE,4,47,12,A
41531633,Herbal Life/Salud es Vida,4,99,4,A
41543738,NEW DYNASTY,1,20,12,A
41543848,NO 1 CHINESE RESTAURANT,1,20,27,Z
41543069,CROWN FRIED CHICKEN,4,18,12,A
41543188,GOOKIES KITCHEN,4,20,7,A
41522397,LACORAL,1,05,7,A
41523117,COFFEE TREE,4,14,4,A
41546388,DOUBLE CRISPY BAKERY,1,08,13,A
41546449,D'S JUST DESSERTS,3,03,2,A
41546717,DANJI,1,52,11,A
41546741,JUNIPER,3,03,17,B
41584966,OUT LATIN FOOD,1,53,12,A
41585019,OBAO NOODLES & BBQ,1,82,15,B
41532006,KENNEDY FRIED CHICKEN,3,03,17,B
41543410,RED ROOSTER HARLEM,1,03,9,A
41543908,ASIAN EXPRESS,1,05,19,Z
41543921,LOVETTE'S RESTAURANT & GRILL,2,17,6,A
41543951,MABLE'S SMOKEHOUSE AND BANQUET HALL,3,03,12,A
41523196,SUBWAY,1,69,9,A
41523226,THE LITTLE CHINANTLA RESTAURANT,4,55,10,A
41546745,MR SABOR RESTAURANT & GRILL,3,77,10,A
41546781,CAFE HESTIA,1,03,12,A
41585032,CENTRO HAINERO/MAXIMO'S PLACE,2,77,11,A
41585055,RIPPERS,4,03,11,A
41585056,CARACAS BEACH CAFE,4,03,13,A
41585338,MY BUBBLY TEA,1,51,10,A
41543813,SERGIMMO SALUMERIA,1,48,26,B
41543826,UMBERTO'S CLAM HOUSE,1,48,12,A
41532259,COURTNEY'S ROTISSERIE & GRILL,3,03,9,A
41543970,PAUSE CAFE,1,14,12,A
41544044,RESTAURANT ON 58 STREET,3,20,9,A
41544108,HUA LUNG CHINESE RESTAURANT,4,20,9,A
41544194,BAHR CHE,1,03,10,A
41523686,FOO ON CHINESE RESTAURANT,4,20,,A
41543893,SONNIER & CASTLE FOOD,1,23,11,A
41547073,TACO KING CHINESE REST,3,20,12,A
41547077,KENTUCKY FRIED CHICKEN,4,18,10,A
41585425,LUCKY GARDEN,3,20,9,A
41585435,TERRACE FISH & CHIPS,1,72,7,A
41585567,PAPPARDELLA,1,48,11,A
41585635,AMIR'S,1,56,12,A
41532612,LUNA ROSSA,1,48,9,A
41583523,FIVE GUYS BURGERS AND FRIES,3,39,3,A
41583529,FIVE GUYS BURGERS AND FRIES,3,39,11,A
41544700,LONE WOLF,3,03,12,A
41544114,SILVER PALACE CHINESE FOOD,1,20,11,A
41544464,LOS POBLANITOS DELI GROCERY GRILL,4,77,5,A
41547121,FRESHDAY,1,27,25,B
41585733,CC'S CAFE,1,03,11,A
41585919,GOOGLE WATER TOWER CAFE,1,03,12,A
41524226,MIKEY BAGELS,5,03,7,A
41533270,PORSENA,1,48,38,C
41583613,CHELSEA DELI & PIZZA,1,27,12,A
41583703,BUSTERS NYC,1,03,9,A
41545094,COCORON,1,49,9,A
41545194,INHABIT,1,05,6,A
41545583,GAIA ITALIAN CAFE,1,48,4,A
41524735,DUNKIN DONUTS,4,29,9,A
41547472,MAOZ VEGETARIAN,1,03,13,A
41545589,ADDEO'S RIVERDALE PIZZERIA,2,63,13,A
41545605,KAVA CAFE,1,14,9,A
